Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Reuniclus,51.1,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Fighting),Psyshock,Shadow Ball,5,7,3,50000
Axew,51,610,dragon,none,139.5,95.2,121,1607281,49,1498,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Swirlix,51,684,fairy,none,104.2,112.6,145,1701231,50,1333,Tackle,Energy Ball,Draining Kiss,19,19,3,50000
Ferroseed (Shadow),50,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Iron Head,Flash Cannon,8,10,3,75000
Tornadus (Incarnate),48.8,641,flying,none,147.6,97.1,106,1519654,16.5,1500,Air Slash,Grass Knot,Hurricane,6,8,20,100000
Unfezant,48.5,521,normal,flying,139.2,96.2,120,1606547,20,1495,Air Slash,Sky Attack,Hyper Beam,7,9,1,10000
Anorith (Shadow),48.4,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Aqua Jet,Cross Poison,5,5,3,50000
Timburr,48.4,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Rock Tomb,Brick Break,10,8,5,75000
Duosion (Shadow),47.7,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Snubbull,47.7,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Dazzling Gleam,Crunch,19,15,3,50000
Solosis (Shadow),47.5,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Deoxys (Speed),47.4,386,psychic,none,140.8,131.6,86,1592886,18.5,1499,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Munna,46.7,517,psychic,none,105.9,89.9,166,1580270,50,1294,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Duosion,45.7,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Solosis,45.7,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Anorith,45.4,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Aqua Jet,Ancient Power,5,6,3,50000
Snubbull (Shadow),45.3,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Dazzling Gleam,Crunch,19,15,3,50000
Timburr (Shadow),45.3,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Rock Tomb,Brick Break,10,8,5,75000
Regigigas (Shadow),42.9,486,normal,none,139.3,103.9,111,1607200,12.5,1499,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Spoink (Shadow),42.1,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Skiddo,40.9,672,grass,none,116,98.3,151,1721514,50,1414,Rock Smash,Seed Bomb,Rock Slide,7,7,3,50000
Spoink,40.3,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
Kadabra,39.7,64,psychic,none,163.7,90.1,92,1356485,26.5,1496,Psycho Cut,Shadow Ball,Dazzling Gleam,7,7,3,50000
Clefairy,39.4,35,fairy,none,102.5,103.4,157,1663540,50,1306,Zen Headbutt,Disarming Voice,Swift,8,6,1,10000
Unown,37.4,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Psychic),Struggle,,13,0,5,75000
Mienfoo,36.5,619,fighting,none,143.6,93.8,116,1563337,48,1500,Low Kick,High Jump Kick,Brick Break,11,8,3,50000
Slaking,20.1,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
Slaking (Shadow),17.9,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
